Unique.ID,Reserve,Site,Subsite.Strain,Subsite.Soil,PlantSpecies.Strain,PlantSpecies.Soil,CollectionDate,Waypoint,Lat,Lon,Elev,GenoData,PhenoData,Sequenced,Clade,nreA,nreX,nreY,nreA_alleles,nreX_alleles,nreY_alleles,UV.MIT_mean,Ni.MIC_mean,Co.MIC_mean,Cr.MIC_mean,y0.no_mean,y0_lm.no_mean,mumax.no_mean,lag.no_mean,r2.no_mean,y0.ni_mean,y0_lm.ni_mean,mumax.ni_mean,lag.ni_mean,r2.ni_mean,OD72hr.no_mean,OD72hr.ni_mean,OD72hrRatio_mean,AUC.no_mean,AUC.ni_mean,ODf.no_mean,ODf.ni_mean,ODmax.no_mean,ODmax.ni_mean,Ni.ppm,CA.MG.RATIO,SerpentineType,Ni.ppm.A,CA.MG.RATIO.A,Ni.ppm.C,CA.MG.RATIO.C,Ni.ppm.X,CA.MG.RATIO.X,Ni.CV,CaMg.CV,SAMPLEID,OM,ENR,CEC,NO3_N,P1,HCO3_P,PH,BUFFER_PH,S,H,H_PCT,K,K_PCT,MG,MG_PCT,CA,CA_PCT,NA.,NA_PCT,AreaCounted,TotalPlantCount,Notes.Strain,Notes.Soil,Merge.Notes,Storage.note,Strain.issues
M0162,Hopland,H662b,A,A,b,b,3/12/19,306,39.00371698,-123.102151,285.313904,has data,has data,Y,1,yes,yes,yes,5,3,5,48,4.666666667,NA,NA,0.1597,0.155319849,0.023443503,1.197082273,0.997292108,0.1697,0.091347318,0.021552703,32.26199069,0.99979043,0.3018,0.341466667,0.13111146,25.58336667,34.64495,0.567366667,0.7738,0.567366667,0.7738,21.1,0.353453148,S,21.1,0.353453148,26.6,0.184608121,NA,NA,0.163064457,0.443783898,A0022,2.9,87.8,9.3,27.5,7,10,6.8,7.3,3.3,0.3,3,62.7,1.7,884.7,78.1,312.7,16.8,8.3,0.4,1,36,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0164,Pepperwood,P002b,C,C,b,b,3/11/19,162,38.58374901,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,0.330110691,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,C0036,1.9,68,7.2,4.7,4.6,9.1,7,7.4,3.1,0,0,59.5,2.1,713.7,81,235.6,16.2,10.9,0.7,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0165,Sedgwick,G003c,A,A,b,b,3/16/19,399,34.73944,-120.027155,708.264832,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.333676093,S,17,0.333676093,18.5,0.289262372,NA,NA,0.059755503,0.10082936,A0062,2.3,76,12.1,4.1,12,21.9,7.8,7.5,3.1,0,0,175.9,3.7,1167,79.5,389.4,16.1,18.4,0.7,1,6,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0166,Pepperwood,P004b,A,A,b,b,3/11/19,181,38.57386004,-122.696889,413.536255,has data,has data,Y,2,yes,yes,yes,"5,3","3,1",3,36,5,0.25,0.5,0.156766667,0.10927167,0.038320104,9.473008051,0.999536887,0.172333333,0.15800308,0.025851284,3.358244789,0.999943166,0.6217,0.565866667,-0.089709313,57.75115,52.46321667,0.8707,0.848766667,0.8707,0.848766667,88.2,0.566699243,S,88.2,0.566699243,81.6,0.490326481,NA,NA,0.054969432,0.102180479,A0047,5.9,148.2,12.3,86.4,3.7,7.8,5.6,6.9,5.7,2.9,23.5,119.9,2.5,818.6,54.7,463.9,18.8,13.1,0.5,1,78,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0167,Hopland,H094c,A,A,b,b,3/12/19,285,39.00369602,-123.100363,311.729095,has data,has data,Y,1,yes,yes,yes,2,1,1,40,5,NA,NA,0.153466667,0.152190086,0.025425624,0.32265661,0.996026826,0.1717,0.16809488,0.025015928,0.864122024,0.998949624,0.336466667,0.308633333,-0.077734368,29.10841667,19.826,0.583633333,0.438233333,0.583633333,0.438233333,41.7,0.225657895,S,41.7,0.225657895,46.2,0.260458839,NA,NA,0.072400012,0.101243106,A0040,4.4,117,14.1,30.3,6.3,10.3,6.6,7.1,3.3,0.8,6,152.8,2.8,1368,80,308.7,11,8.3,0.3,2,4,,Both the b and w sites for H094c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0168,Sedgwick,G003c,C,C,w,w,3/16/19,404,34.73937697,-120.027088,707.90094,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,0.383485401,S,17,0.333676093,18.5,0.289262372,NA,NA,0.059755503,0.10082936,C0048,3.5,100,11.7,8.2,12.9,22.1,7,7.3,4.7,0,0,186.5,4.1,1096,77.3,420.3,18,16.5,0.6,1,2,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0170,McLaughlin,M019c,C,C,b,b,3/8/19,69,38.81549899,-122.327424,446.930817,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1,0.330323552,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,C0007,4.6,122,14.1,45.1,14.9,19.3,6.8,7.2,3.5,0.4,3,193.7,3.5,1329,77.7,439,15.6,6.4,0.2,12,123,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0173,Pepperwood,P004b,C,C,b,b,3/11/19,185,38.57388603,-122.696801,392.346252,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,0.490326481,S,88.2,0.566699243,81.6,0.490326481,NA,NA,0.054969432,0.102180479,C0013,4.2,114,8.2,9,2.2,11.6,6.3,7.1,2.5,0.9,10.5,104.1,3.2,661.6,66.1,324.4,19.7,8.4,0.4,1,78,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0174,McLaughlin,M010c,X,X,b,b,3/8/19,34,38.85817898,-122.402276,722.690063,has data,has data,Y,2,yes,yes,no,3,1,NA,36,3,NA,NA,0.183066667,0.175427569,0.051080417,0.826851521,0.999305491,0.188566667,0.180914174,0.032160439,1.289940618,0.999651605,0.892766667,0.844766667,-0.053037687,82.19435,86.90163333,0.910966667,1.266566667,0.914733333,1.266966667,15.1,0.393866171,S,NA,NA,NA,NA,15.1,0.393866171,NA,NA,A0026,3,89.8,11.3,30,8.2,10.1,6.9,7.3,3.2,0.2,1.5,53.6,1.2,1076,78.2,423.8,18.7,9.3,0.4,24,73,,"there is no subsites, this will be the only soil sample","strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M0179,Pepperwood,P003w,A,A,w,w,3/11/19,171,38.58359998,-122.711018,454.563324,has data,has data,Y,1,yes,yes,yes,2,1,1,40,4,NA,NA,0.160833333,0.156015552,0.011795196,2.442772085,0.995924656,0.153766667,0.144634633,0.010142052,6.058782078,0.988949927,0.237433333,0.162566667,-0.313638347,10.6671,1.136133333,0.2861,0.163966667,0.2861,0.170266667,21.1,0.330521997,S,21.1,0.330521997,40.7,0.42736014,NA,NA,0.448520806,0.180700677,A0036,3.4,97.4,9.7,64.5,8.6,11.7,6.5,7.3,4.2,0.7,7.5,90.7,2.4,877.4,74.5,290,14.9,15.4,0.7,3,9,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M0180,Pepperwood,P001b,C,C,b,b,3/11/19,160,38.58393601,-122.711679,445.363251,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6,0.204134367,S,22.2,0.241232429,32.6,0.204134367,NA,NA,0.268390895,0.117800841,C0028,2,70,9.2,23,3.4,5.1,6.9,7.5,2.5,0.1,1.5,52.6,1.5,967.5,86,197.5,10.7,7.6,0.4,3,76,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0181,Pepperwood,P007w,C,C,w,w,3/12/19,210,38.56566204,-122.688603,382.567688,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,0.389871708,S,30.7,0.419930273,58.4,0.389871708,NA,NA,0.439660109,0.052493364,C0040,5.1,132,18.2,147.7,4.5,10.3,6.1,7.1,8.8,2.5,14,211.9,3,1481,66.9,577.4,15.8,13.7,0.3,1,162,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0182,Pepperwood,P006c,C,C,b,b,3/11/19,201,38.56524797,-122.687307,363.458435,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,0.399224411,S,87.6,0.48852317,90.2,0.399224411,NA,NA,0.020680288,0.142256109,C0009,4.6,122,11.3,14.7,54,18.5,6.5,7.1,4.6,0.8,7.5,153.6,3.5,979.9,71.4,391.2,17.3,7.5,0.3,1,115,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0184,Pepperwood,P005b,A,A,b,b,3/11/19,192,38.56697104,-122.68722,368.590332,has data,has data,Y,2,yes,yes,yes,3,1,3,38,5,NA,NA,0.168033333,0.138992671,0.066772528,2.834526614,0.998429667,0.203566667,0.152656485,0.036775815,7.876870576,0.999867102,0.9038,1.0833,0.198963866,85.62105,100.4455833,0.886466667,1.244933333,0.9285,1.254233333,52.3,0.168612748,S,52.3,0.168612748,68.8,0.264221364,NA,NA,0.192688058,0.312385273,A0035,5.2,133.4,18.9,65.4,3.4,9.1,6.4,7,4.3,1.7,9,99.4,1.3,1867,81.1,314.8,8.3,13.6,0.3,3,7,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M0185,Pepperwood,P005b,A,A,b,b,3/11/19,192,38.56697104,-122.68722,368.590332,has data,has data,Y,2,yes,yes,yes,3,1,3,40,5,NA,NA,0.175033333,0.141345047,0.057055764,3.765915201,0.999255791,0.153533333,0.128365928,0.024791462,69.26454303,0.93664907,0.768,0.637133333,-0.165527951,68.41318333,57.8993,0.825533333,0.7842,0.825533333,0.79,52.3,0.168612748,S,52.3,0.168612748,68.8,0.264221364,NA,NA,0.192688058,0.312385273,A0035,5.2,133.4,18.9,65.4,3.4,9.1,6.4,7,4.3,1.7,9,99.4,1.3,1867,81.1,314.8,8.3,13.6,0.3,3,7,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0187,McLaughlin,M010c,X,X,b,b,3/8/19,34,38.85817898,-122.402276,722.690063,has data,has data,Y,1,yes,yes,yes,2,1,1,40,5,NA,NA,0.155866667,0.14692166,0.049856847,1.190800766,0.998561788,0.165466667,0.157008382,0.026316668,1.96256787,0.988118237,0.491266667,0.375433333,-0.235523111,38.0766,35.4298,0.4804,0.700333333,0.507266667,0.700333333,15.1,0.393866171,S,NA,NA,NA,NA,15.1,0.393866171,NA,NA,A0026,3,89.8,11.3,30,8.2,10.1,6.9,7.3,3.2,0.2,1.5,53.6,1.2,1076,78.2,423.8,18.7,9.3,0.4,24,73,,"there is no subsites, this will be the only soil sample","strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0188,McLaughlin,M010c,X,X,b,b,3/8/19,34,38.85817898,-122.402276,722.690063,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,0.393866171,S,NA,NA,NA,NA,15.1,0.393866171,NA,NA,A0026,3,89.8,11.3,30,8.2,10.1,6.9,7.3,3.2,0.2,1.5,53.6,1.2,1076,78.2,423.8,18.7,9.3,0.4,24,73,,"there is no subsites, this will be the only soil sample","strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0189,McLaughlin,M019c,A,A,b,b,3/8/19,62,38.81550302,-122.327536,446.930817,has data,has data,Y,2,yes,yes,no,3,1,NA,36,3.666666667,NA,NA,0.178033333,0.172768364,0.045760007,0.680252436,0.998095393,0.181933333,0.177866106,0.030279638,0.749548241,0.998877689,0.668433333,0.577066667,-0.13536702,64.34595,53.1065,0.879533333,0.841,0.888366667,0.841,52.2,0.4869038,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,A0028,3.7,103.2,14.2,24,10.5,14,6.7,7.1,2.5,0.6,4.5,141.5,2.5,1237,71.6,602.3,21.1,8.4,0.3,12,123,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0190,McLaughlin,M019c,A,A,b,b,3/8/19,62,38.81550302,-122.327536,446.930817,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,0.4869038,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,A0028,3.7,103.2,14.2,24,10.5,14,6.7,7.1,2.5,0.6,4.5,141.5,2.5,1237,71.6,602.3,21.1,8.4,0.3,12,123,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0191,McLaughlin,M010c,X,X,w,w,3/8/19,39,38.85820102,-122.402234,722.690063,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,0.388137009,S,NA,NA,NA,NA,15.1,0.393866171,NA,NA,A0024,2.4,77.4,12.4,6.9,9,10.6,7.3,7.5,7,0,0,64.1,1.3,1197,79.6,464.6,18.7,9.8,0.3,24,95,,"there is no subsites, this will be the only soil sample","strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0192,Pepperwood,P002b,C,C,b,b,3/11/19,162,38.58374901,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,0.330110691,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,C0036,1.9,68,7.2,4.7,4.6,9.1,7,7.4,3.1,0,0,59.5,2.1,713.7,81,235.6,16.2,10.9,0.7,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0193,Pepperwood,P007w,C,C,w,w,3/12/19,210,38.56566204,-122.688603,382.567688,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,0.389871708,S,30.7,0.419930273,58.4,0.389871708,NA,NA,0.439660109,0.052493364,C0040,5.1,132,18.2,147.7,4.5,10.3,6.1,7.1,8.8,2.5,14,211.9,3,1481,66.9,577.4,15.8,13.7,0.3,1,162,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0195,Pepperwood,P002b,C,C,b,b,3/11/19,162,38.58374901,-122.711812,434.884888,has data,has data,Y,2,yes,yes,yes,3,1,2,28,6,0.25,0.833333333,0.168866667,0.137548606,0.065830296,3.130604836,0.999807207,0.181333333,0.178521795,0.040247585,0.379039882,0.998095657,0.766266667,0.969266667,0.267646481,74.28103333,100.0727833,0.8654,1.313933333,0.8654,1.313933333,34.9,0.330110691,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,C0036,1.9,68,7.2,4.7,4.6,9.1,7,7.4,3.1,0,0,59.5,2.1,713.7,81,235.6,16.2,10.9,0.7,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0196,Hopland,H662b,C,C,b,b,3/12/19,310,39.00378998,-123.102085,285.239258,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,0.184608121,S,21.1,0.353453148,26.6,0.184608121,NA,NA,0.163064457,0.443783898,C0017,3.4,98,9.8,20.9,3.2,2.9,7,7.4,2.4,0,0,46.7,1.2,1059,88.5,195.5,9.9,7.4,0.3,1,36,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0197,Sedgwick,G003c,C,C,w,w,3/16/19,404,34.73937697,-120.027088,707.90094,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,0.383485401,S,17,0.333676093,18.5,0.289262372,NA,NA,0.059755503,0.10082936,C0048,3.5,100,11.7,8.2,12.9,22.1,7,7.3,4.7,0,0,186.5,4.1,1096,77.3,420.3,18,16.5,0.6,1,2,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0199,Pepperwood,P003w,C,C,w,w,3/11/19,176,38.583718,-122.711076,454.563324,has data,has data,Y,2,yes,yes,yes,"3,2","3,1","3,1",36,4,NA,NA,0.141066667,0.119781633,0.048136237,3.784588726,0.999634399,0.159166667,0.146035638,0.041968545,2.058550396,0.999164088,0.3923,0.5069,0.292090232,30.88971667,39.371,0.397166667,0.4977,0.399033333,0.5152,40.7,0.42736014,S,21.1,0.330521997,40.7,0.42736014,NA,NA,0.448520806,0.180700677,C0001,6.3,156,14.3,119.8,11.2,14,6.1,7,7.1,2,14,169,3,1144,65.6,488.9,17,11.3,0.3,3,9,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0200,Hopland,H635b,A,A,b,b,3/12/19,219,39.02728999,-123.064025,855.960327,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,4.110204082,N,3.8,4.110204082,1.1,2.510600179,NA,NA,0.779260534,0.341677755,A0041,1.4,58,8.4,33.6,11.4,24,6.1,7.3,1.7,1.2,14,50.9,1.6,245,24,1007,60,8.6,0.4,1,40,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0202,Hopland,H662b,C,C,b,b,3/12/19,309,39.00379904,-123.102066,285.239258,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,0.184608121,S,21.1,0.353453148,26.6,0.184608121,NA,NA,0.163064457,0.443783898,C0017,3.4,98,9.8,20.9,3.2,2.9,7,7.4,2.4,0,0,46.7,1.2,1059,88.5,195.5,9.9,7.4,0.3,1,36,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0203,Pepperwood,P001b,A,A,b,b,3/11/19,154,38.58393098,-122.711584,445.363251,has data,has data,Y,2,yes,yes,yes,3,1,3,24,5.25,NA,NA,0.170866667,0.142627005,0.041461598,4.497741485,0.99715823,0.1757,0.159339693,0.039091027,2.511679544,0.999428443,0.6225,0.776633333,0.250454153,53.06105,76.31703333,0.707633333,1.035366667,0.707633333,1.0435,22.2,0.241232429,S,22.2,0.241232429,32.6,0.204134367,NA,NA,0.268390895,0.117800841,A0009,1.7,63.2,6.8,14.5,2.2,4.4,7.1,7.5,2.5,0,0,32.1,1.2,704.3,85.5,169.9,12.5,12.1,0.8,3,76,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,purified by Miles
M0204,Pepperwood,P002b,C,C,b,b,3/11/19,162,38.58374901,-122.711812,434.884888,has data,has data,Y,2,yes,yes,yes,3,1,3,40,3.666666667,NA,NA,0.1741,0.159640631,0.062290926,1.285788655,0.99618755,0.1903,0.180832182,0.033837261,1.592149463,0.992523845,0.813133333,0.945733333,0.169164707,79.38346667,86.37596667,0.866233333,1.0917,0.8691,1.0923,34.9,0.330110691,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,C0036,1.9,68,7.2,4.7,4.6,9.1,7,7.4,3.1,0,0,59.5,2.1,713.7,81,235.6,16.2,10.9,0.7,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0205,Hopland,H676w,A,A,w,w,3/12/19,288,39.00331699,-123.100061,312.82077,has data,has data,Y,1,yes,yes,yes,2,3,1,68,5,NA,NA,0.182066667,0.174315755,0.055181821,0.792887459,0.999063397,0.1851,0.073170294,0.040175232,25.30509913,0.995077152,0.5033,0.447033333,-0.110856092,44.72741667,26.22421667,0.6673,0.441733333,0.6673,0.4895,26.5,0.34231738,S,26.5,0.34231738,39.8,0.209756098,NA,NA,0.283695933,0.339574298,A0032,4.6,121.4,19,119.4,5.8,25.7,6.1,7.1,7.1,2.7,14,210.1,2.8,1588,68.6,543.6,14.3,12.4,0.3,1,40,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0206,Pepperwood,P006c,C,C,w,w,3/11/19,201,38.56524797,-122.687307,363.458435,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,0.399224411,S,87.6,0.48852317,90.2,0.399224411,NA,NA,0.020680288,0.142256109,C0009,4.6,122,11.3,14.7,54,18.5,6.5,7.1,4.6,0.8,7.5,153.6,3.5,979.9,71.4,391.2,17.3,7.5,0.3,1,10,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0207,Pepperwood,P004b,A,A,b,b,3/11/19,181,38.57386004,-122.696889,413.536255,has data,has data,Y,2,yes,yes,yes,2,1,1,28,3.333333333,NA,NA,0.1809,0.174655833,0.058125492,0.62069756,0.999445481,0.196866667,0.19526111,0.038302819,0.208820178,0.998271989,0.957333333,0.8688,-0.09280374,89.68356667,78.07661667,0.957633333,0.989433333,0.9805,0.990166667,88.2,0.566699243,S,88.2,0.566699243,81.6,0.490326481,NA,NA,0.054969432,0.102180479,A0047,5.9,148.2,12.3,86.4,3.7,7.8,5.6,6.9,5.7,2.9,23.5,119.9,2.5,818.6,54.7,463.9,18.8,13.1,0.5,1,78,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0208,Pepperwood,P002b,A,A,b,b,3/11/19,167,38.58383602,-122.711859,434.884888,has data,has data,Y,2,yes,yes,yes,3,1,3,24,5,NA,NA,0.185733333,0.182413802,0.047423971,0.386989995,0.998136637,0.199966667,0.156085171,0.041414957,5.991528881,0.999529707,0.782933333,0.794033333,0.014546503,71.12895,77.22956667,0.895566667,1.0725,0.895566667,1.072933333,41.9,0.506626764,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,A0045,2.5,79.4,7.7,17.9,3.7,7.4,7,7.4,3.2,0,0,60.8,2,701.7,74.6,355.5,22.9,9.2,0.5,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0209,Pepperwood,P002b,C,C,b,b,3/11/19,162,38.58374901,-122.711812,434.884888,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,0.330110691,S,41.9,0.506626764,34.9,0.330110691,NA,NA,0.128899674,0.29833901,C0036,1.9,68,7.2,4.7,4.6,9.1,7,7.4,3.1,0,0,59.5,2.1,713.7,81,235.6,16.2,10.9,0.7,1,132,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0210,Pepperwood,P004b,C,C,b,b,3/11/19,184,38.57394797,-122.696884,413.536255,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,0.490326481,S,88.2,0.566699243,81.6,0.490326481,NA,NA,0.054969432,0.102180479,C0013,4.2,114,8.2,9,2.2,11.6,6.3,7.1,2.5,0.9,10.5,104.1,3.2,661.6,66.1,324.4,19.7,8.4,0.4,1,78,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0211,Pepperwood,P004b,C,C,b,b,3/11/19,185,38.57388603,-122.696801,392.346252,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,0.490326481,S,88.2,0.566699243,81.6,0.490326481,NA,NA,0.054969432,0.102180479,C0013,4.2,114,8.2,9,2.2,11.6,6.3,7.1,2.5,0.9,10.5,104.1,3.2,661.6,66.1,324.4,19.7,8.4,0.4,1,78,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0213,Pepperwood,P006c,A,A,b,b,3/11/19,203,38.56529399,-122.687192,363.458435,has data,has data,Y,2,yes,yes,yes,3,1,3,20,3,NA,NA,0.191,0.191739517,0.062540595,-0.063266339,0.990239922,0.201533333,0.20219271,0.036269954,-0.091555973,0.998212992,0.755533333,0.604966667,-0.198686187,64.76328333,50.03085,0.7739,0.742033333,0.784966667,0.742033333,87.6,0.48852317,S,87.6,0.48852317,90.2,0.399224411,NA,NA,0.020680288,0.142256109,A0002,4.9,127.8,11.2,45.7,8,9.9,6.4,7.1,4,1,9,120.7,2.8,923.6,67.8,451.2,20.1,8.1,0.3,1,115,,Both the b and w sites for J001c were combined into one soil sample,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0215,McLaughlin,M019c,A,A,w,w,3/8/19,74,38.81558298,-122.327378,447.388,none,has data,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,0.566238974,S,52.2,0.4869038,60.1,0.330323552,NA,NA,0.099486083,0.270962432,A0031,5.7,143.6,15.2,7.3,13.4,13,6.6,7.1,2.6,0.9,6,178.1,3,1247,67.6,706.1,23.2,7.4,0.2,12,55,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
M0217,Hopland,H676w,A,A,w,w,3/12/19,288,39.00331699,-123.100061,312.82077,has data,has data,Y,1,yes,yes,yes,2,3,1,36,5.333333333,NA,NA,0.149266667,0.131217987,0.060592554,2.121290102,0.999508564,0.162666667,0.035130547,0.049599485,31.37917871,0.996740539,0.493766667,0.4809,-0.025075863,45.12978333,29.4209,0.606533333,0.459766667,0.606533333,0.508966667,26.5,0.34231738,S,26.5,0.34231738,39.8,0.209756098,NA,NA,0.283695933,0.339574298,A0032,4.6,121.4,19,119.4,5.8,25.7,6.1,7.1,7.1,2.7,14,210.1,2.8,1588,68.6,543.6,14.3,12.4,0.3,1,40,,,"strain matched soil data on Site, Subsite, and PlantSpecies",cryopreserved,
